firm_failure,firm_financial_crisis,first_year,age_at_financial_crisis,lifespan,log_total_investment,log_ipo_value,return_to_ipo,log_time_to_ipo,california,industry_segment,firm_founder_ceo,dot_com_ipo,firm_id
1,0,2000,,7,18.580669,19.721666,3.1298864,6.3062754,1,Business Support Services,1,0,255
1,1,2001,7,10,18.309095,19.659632,3.859493,7.4354382,1,Software,1,0,256
1,0,1999,,1,17.611961,19.028559,4.1230602,7.3639135,0,Business Support Services,1,1,257
1,0,1998,,0,16.860008,19.229822,10.6954,7.5786567,0,Semiconductors,1,1,258
1,0,1998,,5,16.627636,19.887865,26.055521,7.076654,1,Software,1,1,259
0,1,2003,5,14,17.983414,19.508833,4.5970707,7.420579,0,Financial Institutions and Services,1,0,260
0,1,2002,6,15,16.924124,18.653536,5.6373386,7.7647204,0,Business Support Services,0,0,261
0,0,2013,,1,17.559618,18.812855,3.5016592,7.8597994,1,Materials and Chemicals,0,0,262
1,1,1998,10,16,16.862574,20.416206,34.939999,8.182559,0,Retailers,1,1,263
1,0,2012,,2,18.06221,18.934256,2.3917997,8.0529327,0,Software,0,0,264
0,0,2009,,9,17.047083,19.58494,12.652535,7.7819734,1,Semiconductors,1,0,265
1,1,1995,13,13,14.969691,17.615175,14.090267,8.3059778,0,Media and Content,1,0,266
0,1,2005,3,12,18.088043,19.786663,5.4663963,7.9731555,1,Semiconductors,1,0,267
1,0,2010,,4,18.643135,19.158073,1.6735328,8.0103598,1,Communications and Networking,0,0,268
1,1,2003,5,11,16.745903,,,7.931644,0,Construction and Civil Engineering,1,0,269
1,0,1998,,7,16.337545,20.094168,42.8036,7.8976684,0,Software,1,1,270
1,0,1999,,2,18.623241,19.508204,2.4228885,7.5632005,0,Communications and Networking,0,1,271
1,1,2006,2,6,21.205622,22.471704,3.5469291,8.4501982,0,Communications and Networking,1,0,272
1,0,1997,,8,16.859053,18.85181,7.3357363,8.0352793,1,Software,0,0,273
1,1,1999,9,10,17.336233,20.198999,17.509903,7.3330231,0,Semiconductors,1,1,274
0,0,2014,,3,18.296402,19.774494,4.3845668,8.5663643,1,Business Support Services,1,0,275
1,0,1999,,0,16.246691,19.31358,21.474953,7.0139155,0,Software,0,1,276
1,0,1996,,3,16.073421,19.654581,35.915108,7.5416832,1,Semiconductors,0,0,277
1,0,1997,,9,16.165907,19.338867,23.878067,8.7525816,0,Software,0,0,278
0,0,2013,,5,17.332182,19.315077,7.2637382,8.4859085,1,Business Support Services,1,0,279
0,1,2003,5,14,16.971857,19.191809,9.2068768,7.8890843,1,Semiconductors,1,0,280
1,0,1998,,1,18.123264,19.831963,5.5217662,7.6251073,0,Financial Institutions and Services,1,1,281
1,0,1998,,1,17.765247,19.018976,3.5033817,7.2936978,0,Retailers,0,1,282
1,0,2003,,1,17.409964,19.198488,5.980618,7.8705478,0,Software,1,0,283
1,0,1998,,3,17.66573,19.332705,5.2961297,7.6857033,0,Financial Institutions and Services,1,1,284
1,0,1998,,2,16.860537,19.094736,9.3390007,6.9295168,1,Business Support Services,1,1,285
0,0,2009,,8,19.021194,18.982454,.96200103,8.563695,1,Communications and Networking,0,0,286
1,0,1999,,1,17.301327,19.62472,10.210241,7.7128911,0,Software,0,1,287
1,0,1999,,1,17.588596,20.201542,13.639182,7.805882,0,Business Support Services,1,1,288
1,0,1998,,2,17.827545,19.745584,6.8076038,7.1147695,1,Business Support Services,0,1,289
1,1,2007,1,3,17.846422,20.078592,9.3200741,7.8347883,0,Electronics and Computer Hardware,1,0,290
0,1,2001,7,17,18.382784,19.741257,3.8902533,7.4552984,1,Consumer Information Services,0,0,291
0,1,2002,6,15,17.750589,19.70636,7.0693617,7.9237103,1,Communications and Networking,1,0,292
1,0,1997,,1,16.554173,18.719238,8.7151699,6.9236288,1,Software,1,0,293
1,0,1998,,7,16.092333,18.891331,16.42816,7.3271232,1,Software,1,1,294
1,1,2003,5,8,18.166412,18.961943,2.2156148,8.154213,1,Semiconductors,0,0,295
1,0,1999,,1,18.138971,19.496361,3.886029,7.1420364,1,Software,1,1,296
1,0,1999,,5,18.059881,20.738708,14.567986,6.09131,0,Electronics and Computer Hardware,1,1,297
1,0,1998,,4,18.028784,19.63015,4.9598036,7.4685135,1,Communications and Networking,1,1,298
0,1,1999,9,19,17.574364,19.402599,6.2228928,8.6217337,0,Software,1,1,299
1,0,2001,,2,18.058489,20.75082,14.766068,7.3165483,1,Communications and Networking,0,0,300
1,0,2009,,3,15.255931,20.324924,159.01436,8.3686934,0,Financial Institutions and Services,0,0,301
1,1,2007,1,8,17.999851,20.87936,17.805519,8.1220741,1,Business Support Services,0,0,302
1,0,1998,,2,16.366365,19.94169,35.706264,7.3957214,0,Communications and Networking,1,1,303
1,0,1991,,10,,18.974566,,7.3689704,1,Electronics and Computer Hardware,1,0,304
1,1,1999,9,12,17.273039,20.095226,16.813578,8.3456926,0,Communications and Networking,0,1,305
1,1,2006,2,9,17.134523,19.575329,11.482277,7.2882442,0,Communications and Networking,0,0,306
1,0,1996,,4,16.147348,18.582935,11.422514,7.2997975,0,Software,1,0,307
1,0,1999,,3,17.521923,20.749027,25.206575,8.2163582,1,Communications and Networking,0,1,308
1,0,1998,,1,16.414219,18.511232,8.1418133,7.5678625,1,Business Support Services,1,1,309
1,0,1998,,2,17.677122,20.615366,18.882671,6.9791451,1,Financial Institutions and Services,1,1,310
1,0,1998,,0,14.581835,18.660978,59.094837,7.1514854,0,Software,1,1,311
1,0,1999,,0,17.962049,21.660345,40.378456,6.5792513,1,Communications and Networking,1,1,312
0,1,1994,14,24,17.911425,19.953217,7.7044005,7.6563373,1,Software,1,1,313
0,1,1997,11,21,16.710173,19.750721,20.916716,7.6605854,1,Semiconductors,1,1,314
0,0,2003,,2,17.540834,17.709164,1.1833262,7.8644199,0,Retailers,0,0,315
1,0,1994,,2,17.512877,20.256193,15.538424,8.0586433,0,Communications and Networking,1,0,316
1,1,2005,3,3,17.728134,19.320475,4.9152398,8.2511425,0,Software,1,0,317
1,0,1998,,1,17.228617,20.040627,16.643345,7.1180162,1,Software,1,1,318
1,0,1999,,2,18.619337,21.810211,24.309658,6.8554087,1,Communications and Networking,0,1,319
0,0,2016,,2,17.890413,18.824741,2.5455036,8.346879,1,Communications and Networking,0,0,320
1,1,2008,0,5,17.929024,19.572636,5.1738186,8.262043,1,Travel and Leisure,0,0,321
1,1,2000,8,12,15.62691,19.146198,33.760391,8.5219812,0,Software,1,1,322
1,0,1995,,8,15.25558,17.37491,8.3255577,8.0484686,0,Software,0,0,323
1,0,2000,,1,14.764156,20.042355,196.01649,7.9834399,0,Software,1,1,324
0,0,2015,,3,,,,,,,,,325
1,0,1997,,5,19.496655,18.746,.47205749,7.9898992,0,Food and Beverage,0,1,326
1,0,1998,,9,16.676395,19.72134,21.00886,7.1546154,1,Communications and Networking,0,1,327
0,0,2012,,6,17.567204,21.4562,48.861805,7.8890843,1,Software,0,0,328
0,0,2011,,6,18.210871,21.397184,24.199043,8.3390226,1,Consumer Information Services,0,0,329
1,0,2000,,4,16.914713,18.860762,7.0009632,6.877296,0,Agriculture and Forestry,1,1,330
1,0,2000,,1,19.025534,20.329151,3.6825945,6.9810057,1,Financial Institutions and Services,1,0,331
0,1,2000,8,17,15.802818,19.184387,29.416906,8.0680895,1,Software,1,0,332
1,0,1996,,4,16.551497,19.499836,19.074234,8.0339823,0,Retailers,1,0,333
1,0,1999,,0,18.400507,20.753647,10.51854,6.280396,1,Business Support Services,1,1,334
1,0,1996,,4,16.277512,19.371223,22.058832,7.7727528,0,Software,0,0,335
1,1,1997,11,15,15.16787,18.788942,37.377678,7.2189097,0,Software,0,0,336
0,0,2009,,8,,,,,,,,,337
1,0,1999,,1,15.955938,19.134447,24.010923,7.4988699,1,Communications and Networking,1,0,338
1,0,2001,,3,17.26503,19.341232,7.9741325,7.6722922,1,Software,0,0,339
1,1,1998,10,15,,18.916183,,8.4601994,1,Semiconductors,0,1,340
1,0,2014,,1,17.598171,20.281965,14.640514,7.8826923,0,Software,1,0,341
0,1,1996,12,21,16.97493,18.300074,3.7627251,8.1747026,1,Semiconductors,0,0,342
1,0,1998,,2,17.546146,19.622583,7.9759941,7.1592917,1,Software,1,1,343
1,0,1996,,2,17.185024,18.71925,4.637732,8.4568062,1,Retailers,0,0,344
0,1,1998,10,19,17.523533,21.374311,47.029705,6.4583383,0,Consumer Information Services,0,1,345
0,0,2010,,7,17.943083,18.885872,2.5671322,7.6998425,0,Food and Beverage,0,0,346
1,0,1998,,5,16.851917,18.842196,7.3175693,8.4459124,0,Software,0,1,347
1,0,2001,,1,18.684303,18.277323,.66565752,6.8023949,0,Software,1,0,348
0,0,2012,,5,18.071045,19.606977,4.6456528,8.1920166,1,Software,0,0,349
1,0,1998,,2,16.495153,19.38027,17.905661,8.0166483,0,Software,1,1,350
1,0,1996,,2,15.040688,18.154579,22.508472,7.7655692,1,Software,1,0,351
1,0,1995,,12,14.213255,16.186924,7.1970329,7.4639368,0,Electronics and Computer Hardware,0,0,352
1,0,1999,,0,17.522692,19.637951,8.2917356,8.041091,1,Semiconductors,1,1,353
0,1,1996,12,21,17.271046,18.976416,5.5034299,8.3461676,1,Semiconductors,0,1,354
0,0,2009,,9,17.49493,20.115166,13.738981,8.286521,1,Business Support Services,1,0,355
1,1,2007,1,8,17.163769,20.834925,39.29734,8.1636562,0,Business Support Services,0,0,356
0,0,1999,,4,15.953893,18.887526,18.795813,7.9294868,0,Software,1,1,357
1,0,2014,,1,17.751755,19.147121,4.0364523,8.3673,0,Software,0,0,358
0,1,1997,11,20,16.298479,19.336992,20.874161,7.8754992,1,Electronics and Computer Hardware,0,0,359
1,0,1998,,1,17.296749,19.153086,6.4002547,7.6453977,1,Communications and Networking,1,1,360
1,0,1995,,1,15.33295,18.887152,34.959957,7.5299435,0,Software,0,0,361
1,0,1998,,6,16.721378,19.028193,10.042377,7.5663109,0,Software,0,1,362
1,0,2009,,5,17.668886,19.417543,5.7468729,7.818028,1,Business Support Services,1,0,363
0,1,1999,9,19,16.393185,20.610664,67.862221,7.7642961,0,Software,1,1,364
0,0,1998,,19,,,,,,,,,365
1,0,2001,,0,17.673296,19.092857,4.1353121,8.7255077,1,Communications and Networking,0,1,366
1,0,1999,,2,17.841057,20.052109,9.1253119,7.5196924,1,Software,0,1,367
1,0,2010,,2,17.728306,19.837194,8.2390842,8.4763708,1,Business Support Services,0,0,368
0,1,1998,10,19,,,,,,,,,369
1,1,2007,1,1,,,,,,,,,370
1,1,2004,4,6,17.09811,18.987459,6.6150703,8.0848703,0,Software,1,0,371
0,0,1990,,15,16.963686,18.680651,5.5676064,7.5464463,0,Business Support Services,1,1,372
0,0,2013,,4,17.620399,19.770058,8.5819254,7.8819375,1,Business Support Services,1,0,373
1,0,2011,,4,17.722511,20.621731,18.159975,8.2872772,1,Communications and Networking,0,0,374
1,0,1998,,8,17.011917,19.00499,7.3380537,7.2964134,1,Software,1,1,375
1,0,1998,,2,17.059254,18.814182,5.7830377,7.1252832,0,Software,1,1,376
1,0,1997,,8,,,,,,,,,377
1,0,1999,,2,17.100447,20.257082,23.491409,6.3171649,1,Business Support Services,0,1,378
0,1,1998,10,12,16.970709,18.88014,6.7492418,7.4163785,1,Software,0,1,379
1,0,1998,,17,,,,,,,,,380
0,1,1999,9,19,17.297613,20.679949,29.439491,7.2254815,1,Software,1,1,381
1,0,1999,,0,17.178185,19.182144,7.4183722,8.0046997,0,Software,0,1,382
0,0,2011,,6,17.920206,21.271149,28.529655,7.9898992,1,Software,0,0,383
0,0,2010,,7,17.768595,20.074179,10.030027,8.4044724,1,Business Support Services,0,0,384
1,0,2003,,1,18.761904,19.982866,3.390451,7.9363027,1,Consumer Information Services,0,0,385
1,1,2006,2,11,18.232849,19.396214,3.2006817,8.2796974,1,Communications and Networking,0,0,386
1,0,2001,,6,18.025293,18.367043,1.4074079,7.3072023,0,Business Support Services,0,0,387
1,0,2003,,4,17.608078,19.893602,9.8308353,8.272315,0,Semiconductors,0,0,388
1,0,1999,,2,17.450293,19.637493,8.910223,7.7861366,0,Software,0,1,389
1,1,1998,10,16,16.739037,19.431822,14.772772,7.4610653,1,Semiconductors,0,1,390
0,1,1999,9,19,16.627684,20.938517,74.502411,7.1808314,0,Semiconductors,1,1,391
1,0,1998,,1,16.96162,19.059797,8.1512995,7.3277807,0,Software,1,1,392
1,0,1998,,3,17.438879,19.253609,6.1394196,7.0925736,0,Software,0,1,393
1,0,2000,,1,16.858196,18.912153,7.7987032,7.7070627,1,Software,0,0,394
1,0,1999,,7,16.476912,19.523788,21.049513,8.6097727,1,Communications and Networking,0,1,395
1,1,2003,5,5,18.008104,19.971514,7.1235695,8.1217775,1,Semiconductors,0,0,396
1,0,1998,,2,17.2862,19.459023,8.7830343,7.6338534,0,Retailers,0,1,397
1,0,2000,,4,16.756586,20.526756,43.387501,8.2432823,1,Software,1,1,398
1,0,2011,,4,20.520248,19.87619,.52515656,7.7782116,1,Renewable Energy,1,0,399
1,0,2010,,4,18.45401,20.419041,7.135129,7.9996786,1,Renewable Energy,1,0,400
1,0,2014,,2,18.458754,19.6451,3.2750924,8.2814713,1,Software,0,0,401
1,0,1999,,1,17.90287,20.905985,20.148209,6.9304948,0,Communications and Networking,0,1,402
1,1,2006,2,6,16.98225,18.350698,3.9292424,7.9269633,0,Software,0,0,403
1,1,2006,2,6,17.487627,19.405725,6.8079996,7.7133379,0,Software,0,0,404
1,0,1999,,3,17.744156,20.194557,11.593016,7.7341213,0,Software,0,1,405
0,0,2013,,5,17.235264,20.924461,40.012726,8.0468693,1,Software,0,0,406
1,0,1996,,7,17.387829,18.779036,4.0196986,7.231287,0,Media and Content,0,0,407
0,0,2009,,8,17.830538,18.363684,1.7042865,9.0461731,0,Business Support Services,0,0,408
1,1,2006,2,2,18.14362,20.160025,7.51127,7.8204393,0,Communications and Networking,1,0,409
0,1,1995,13,22,15.353395,20.3433,146.9225,7.0715733,0,Materials and Chemicals,0,0,410
1,0,1999,,3,18.934841,21.502872,13.040117,6.5323343,0,Business Support Services,1,1,411
1,0,1995,,1,15.95377,18.358978,11.080741,7.809947,1,Software,0,0,412
1,0,1991,,4,,18.450239,,7.7807207,1,Communications and Networking,0,0,413
1,0,2007,,4,17.77474,19.909533,8.455287,8.3970575,1,Business Support Services,1,0,414
1,0,1993,,5,,,,,,,,,415
1,1,2007,1,2,19.405767,20.055101,1.9142646,8.0888691,0,Business Support Services,0,0,416
1,1,1998,10,11,18.450352,19.707483,3.5153234,7.5522375,1,Materials and Chemicals,0,1,417
0,0,2010,,7,17.390936,18.355547,2.6237674,8.5475283,0,Business Support Services,0,0,418
0,1,2001,7,17,16.187222,19.260183,21.605793,8.6781206,1,Electronics and Computer Hardware,0,0,419
0,1,2005,3,12,17.136997,19.02953,6.6361461,7.6477861,0,Software,1,0,420
1,0,1999,,4,16.674446,18.493439,6.1656504,8.0294333,0,Electronics and Computer Hardware,0,1,421
0,0,2012,,5,17.347513,21.037758,40.054634,8.2401209,0,Software,1,0,422
1,0,1999,,2,16.317888,19.442343,22.747501,,1,Software,0,1,423
1,1,2004,4,7,17.200842,19.399189,9.0101032,7.7723317,1,Business Support Services,0,0,424
1,0,1998,,3,17.626972,19.347481,5.5873609,7.1196356,1,Media and Content,1,1,425
1,0,2010,,4,17.442038,19.354856,6.7721457,,0,,1,0,426
0,1,2006,2,11,18.388128,19.834793,4.2489185,,0,Media and Content,1,0,427
1,1,2005,3,4,17.359112,18.763546,4.0732212,8.1297646,1,Semiconductors,1,0,428
1,0,1998,,2,19.206293,21.227453,7.5470877,7.2813859,0,Communications and Networking,1,1,429
0,0,2009,,9,17.363707,19.302864,6.9529009,8.2553091,1,Communications and Networking,1,0,430
1,0,2000,,2,19.353708,21.242289,6.6099792,7.2936978,0,Communications and Networking,0,0,431
1,0,1999,,1,18.649086,20.58873,6.9562664,6.8617115,1,Communications and Networking,0,1,432
1,0,1998,,8,17.503988,19.310989,6.0921521,7.6285176,1,Communications and Networking,1,0,433
0,0,2009,,8,20.557858,20.900288,1.4083639,7.9796815,1,Vehicles and Parts,1,0,434
1,1,1998,10,19,16.685862,18.825481,8.4962139,7.1770186,0,Retailers,1,1,435
0,1,1998,10,19,17.571062,19.854298,9.8083611,6.9650803,0,Financial Institutions and Services,0,1,436
1,0,1997,,1,18.573477,19.473686,2.4601188,7.1074257,1,Consumer Information Services,1,0,437
1,1,1998,10,18,18.298401,20.102663,6.0754814,6.6720328,1,Electronics and Computer Hardware,1,1,438
0,0,2012,,5,18.219507,19.651573,4.1873379,7.935945,0,Business Support Services,0,0,439
0,0,2015,,2,15.610733,20.410128,121.43687,9.1354017,1,Business Support Services,0,0,440
1,0,1999,,2,18.296486,19.910156,5.0212016,7.1861444,0,Communications and Networking,1,1,441
1,0,2011,,3,16.913172,19.383806,11.829949,7.9120569,1,Consumer Information Services,1,0,442
1,0,2013,,2,17.206184,18.743195,4.6506701,7.8998952,1,Software,1,0,443
1,0,1998,,9,16.987085,19.31702,10.277281,7.7217917,1,Software,1,1,444
1,1,1999,9,9,17.706945,20.481728,16.035158,6.6333184,1,Communications and Networking,1,1,445
1,0,1998,,7,17.39295,19.021196,5.0949292,7.9149828,1,Communications and Networking,0,1,446
1,0,1997,,9,,,,,,,,,447
0,0,2012,,5,20.761,22.966507,9.0748405,7.7886262,1,Consumer Information Services,0,0,448
0,1,1998,10,19,16.912968,18.842596,6.8869576,8.030735,0,Software,1,0,449
0,1,2004,4,13,16.029264,19.974493,51.688168,8.1914635,0,Personal Goods,1,0,450
1,1,2004,4,5,16.01704,18.803827,16.228804,8.4400959,0,Software,1,0,451
0,1,2005,3,12,17.46034,19.215202,5.7826486,8.3945732,1,Retailers,1,0,452
1,0,1996,,2,17.204887,19.84094,13.958006,6.6012301,1,Business Support Services,1,0,453
0,1,1999,9,18,18.589941,,,8.070281,1,Communications and Networking,1,1,454
1,0,1999,,3,17.050457,19.129093,7.9935565,7.3993979,1,Software,0,1,455
0,0,2013,,4,17.09107,19.558619,11.793505,8.1332941,0,Software,1,0,456
1,0,1999,,8,17.368958,18.862911,4.4546676,6.6933236,0,Retailers,1,1,457
1,0,2000,,4,17.430841,19.97867,12.779328,8.0879478,0,Business Support Services,1,1,458
0,0,1995,,10,,19.007486,,8.5053234,0,Communications and Networking,1,0,459
0,1,1997,11,13,17.392467,19.424444,7.6291628,6.9324479,1,Business Support Services,0,0,460
1,0,1996,,2,14.956449,18.385817,30.857143,8.6699142,0,Software,0,0,461
1,0,1998,,2,16.950373,18.799875,6.3566527,7.2598195,1,Software,1,1,462
1,0,1999,,3,16.796541,19.811146,20.38105,7.3727465,1,Business Support Services,0,1,463
1,0,1999,,3,17.564661,19.805756,9.4036188,7.3211884,1,Communications and Networking,0,1,464
1,0,1995,,2,15.524545,18.478598,19.183556,8.0235519,0,Business Support Services,1,0,465
1,0,2000,,3,17.279009,19.148916,6.4876862,7.7328076,1,Software,0,1,466
1,1,1999,9,10,16.301842,19.031393,15.32601,7.4442487,1,Semiconductors,1,1,467
1,0,1999,,2,17.784336,19.42444,5.1557164,7.8046594,1,Semiconductors,0,1,468
0,1,2007,1,11,17.785883,19.332684,4.6964259,8.350666,0,Business Support Services,1,0,469
0,1,2005,3,13,17.918463,19.809347,6.625227,8.2753763,0,Business Support Services,1,0,470
1,0,1997,,7,16.227621,19.028242,16.454889,7.4091363,0,Communications and Networking,0,0,471
0,1,2007,1,10,,,,,,,,,472
1,0,1998,,4,17.19838,19.747599,12.797091,8.0212564,0,Communications and Networking,0,1,473
0,0,2011,,6,17.719336,19.344439,5.0789504,8.3984098,1,Communications and Networking,0,0,474
1,1,2006,2,3,17.873074,18.64867,2.1718881,8.2581635,0,Communications and Networking,0,0,475
1,1,2003,5,9,17.732931,18.898066,3.2063539,7.9700494,1,Semiconductors,0,0,476
0,0,2012,,5,16.394331,17.803488,4.0925074,7.3938785,0,Consumer Information Services,1,0,477
0,0,2011,,5,18.467712,19.094551,1.8716846,8.4149389,1,Business Support Services,0,0,478
1,0,2013,,2,18.599548,19.538471,2.5572248,8.4051437,0,Media and Content,1,0,479
1,0,1996,,6,15.495444,18.624853,22.860476,6.84375,0,Construction and Civil Engineering,0,0,480
1,0,1999,,7,17.677626,19.950714,9.7093401,7.5898414,1,Business Support Services,1,1,481
1,0,1999,,7,17.322416,20.765253,31.27556,7.20786,0,Software,0,1,482
1,0,2003,,3,17.418106,18.499735,2.9494805,7.9844627,1,Business Support Services,0,0,483
1,1,2004,4,13,18.051044,18.817268,2.151623,7.7989335,0,Business Support Services,0,0,484
1,0,1998,,2,19.73543,22.411821,14.532562,6.9744787,1,Retailers,1,1,485
1,0,1995,,11,16.428411,18.849434,11.257352,8.1839561,0,Retailers,0,0,486
1,0,1998,,3,18.344057,19.785736,4.2277875,7.4866133,1,Software,0,1,487
1,0,2000,,6,16.677685,19.856743,24.024139,8.3596029,0,Software,0,1,488
1,0,1998,,2,17.571419,19.888836,10.149409,7.9529667,1,Media and Content,0,1,489
0,0,2013,,5,18.727566,21.919109,24.325924,7.9312849,1,Business Support Services,1,0,490
1,0,2016,,1,17.759794,18.862892,3.0134916,8.2348299,1,Software,1,0,491
1,0,2012,,2,18.075617,19.734226,5.2519941,8.3612413,1,Financial Institutions and Services,0,0,492
0,0,2011,,6,17.42984,20.267679,17.078815,7.9380889,1,Consumer Information Services,1,0,493
1,0,2012,,4,17.814129,19.108952,3.6503508,8.0573778,1,Business Support Services,1,0,494
1,0,1999,,2,17.762911,19.124336,3.9017553,8.0313854,0,Retailers,0,1,495
1,0,1998,,4,17.340088,19.885921,12.753856,6.7707896,1,Media and Content,1,1,496
1,0,2010,,2,17.814896,20.047733,9.326293,8.3461676,0,Travel and Leisure,0,0,497
1,1,2003,5,10,17.651466,19.373747,5.5972724,7.6577554,1,Financial Institutions and Services,0,0,498
0,0,2013,,4,17.789343,20.942192,23.402657,8.6256886,0,Consumer Information Services,1,0,499
0,0,2010,,7,20.878239,22.45348,4.831912,7.4506607,1,Consumer Information Services,1,0,500
0,0,2011,,5,18.301859,18.941288,1.8953978,7.7061629,1,Renewable Energy,0,0,501
0,0,2010,,7,20.416719,22.845432,11.344271,7.6657534,0,Consumer Information Services,1,0,502
1,0,2010,,3,18.037609,20.939407,18.206854,7.5983992,0,Electronics and Computer Hardware,1,0,503
0,0,2014,,4,18.591995,20.451365,6.4196849,7.8860812,1,Software,1,0,504
0,0,2013,,5,16.939005,20.102852,23.661463,8.7170267,0,Business Support Services,0,0,505
0,0,2014,,3,19.573233,20.645596,2.9222753,8.0516596,1,Utilities,1,0,506
0,0,2015,,2,17.832518,19.801298,7.161932,8.6115942,0,Software,0,0,507
1,0,2010,,7,17.553038,20.276485,15.23275,6.9450512,1,Business Support Services,1,0,508
0,0,2014,,3,17.517981,21.832436,74.772842,8.0169773,1,Electronics and Computer Hardware,1,0,509
1,0,2011,,4,16.854782,19.749264,18.074108,8.0465498,0,Personal Goods,1,0,510
1,0,2013,,4,17.943987,20.823708,17.809319,7.7119966,1,Electronics and Computer Hardware,0,0,511
0,0,2013,,4,17.801239,19.93474,8.4443789,7.8156104,1,Business Support Services,1,0,512
0,0,2013,,4,17.993402,19.693405,5.473958,7.690743,0,Media and Content,0,0,513
0,0,1990,,27,,21.466986,,9.1530294,1,Financial Institutions and Services,0,0,514
0,0,2014,,3,19.934324,21.594091,5.2580829,7.8172226,1,Financial Institutions and Services,1,0,515
1,0,2012,,2,18.183393,21.314667,22.903116,7.3178763,0,Retailers,1,0,516
1,0,2013,,3,16.504166,19.780245,26.471796,8.1464195,1,Business Support Services,0,0,517
0,0,2014,,3,17.847115,19.483147,5.134748,7.8747392,0,Software,0,0,518
0,0,2015,,3,19.506828,21.518007,7.4721255,7.695303,1,Electronics and Computer Hardware,0,0,519
0,0,2013,,4,18.718481,21.507528,16.265522,8.2385368,1,Electronics and Computer Hardware,1,0,520
